State ,State_Name,Region,County,State_Code,County_Code,Year_Span,Year,Measure_Name,Measure_Id,  Number_Of_Cases  ,  Population  ,   Number_Of_Cases_Per 100K_People   ,Confidence Interval Lower Bound,Confidence Interval Upper Bound,Data Release Year,fipscode
WI,Wisconsin,Midwest,Wisconsin,55,0,2008,2008,Children in poverty,24,"176,391","3,089,381"," 5,710 ",0.128851064,0.143148936,2011,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2009,2009,Children in poverty,24,"215,052","3,115,363"," 6,903 ",0.159851064,0.174148936,Uknown,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2010,2010,Children in poverty,24,"248,924","3,082,686"," 8,075 ",0.182851064,0.197148936,2012,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2011,2011,Children in poverty,24,"238,420","3,062,266"," 7,786 ",0.175659575,0.192340426,2013,55000
WI,Wisconsin,Midwest,Wisconsin,55,0,2012,2012,Children in poverty,24,"236,475","3,051,741"," 7,749 ",0.175851064,0.190148936,2014,
WY,Wyoming,West,Wyoming,56,0,2002,2002,Children in poverty,24,"16,265","269,656"," 6,032 ",0.11593617,0.15287234,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2003,2003,Children in poverty,24,"16,922","271,608"," 6,230 ",0.12812766,0.16387234,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2004,2004,Children in poverty,24,"15,492","273,094"," 5,673 ",0.115553192,0.158446809,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2005,2005,Children in poverty,24,"15,169","278,185"," 5,453 ",0.124085106,0.149106383,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2006,2006,Children in poverty,24,"16,144","285,960"," 5,646 ",0.124085106,0.149106383,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2007,2007,Children in poverty,24,"15,764","290,582"," 5,425 ",0.113702128,0.142297872,2010,56000
WY,Wyoming,West,Wyoming,56,0,2008,2008,Children in poverty,24,"15,079","296,341"," 5,088 ",0.105893617,0.132106383,2011,56000
WY,Wyoming,West,Wyoming,56,0,2009,2009,Children in poverty,24,"17,176","300,642"," 5,713 ",0.117702128,0.147489362,Uknown,56000
WY,Wyoming,West,Wyoming,56,0,2010,2010,Children in poverty,24,"19,861","303,215"," 6,550 ",0.133510638,0.164489362,2012,56000
WY,Wyoming,West,Wyoming,56,0,2011,2011,Children in poverty,24,"20,502","304,243"," 6,739 ",0.140702128,0.169297872,2013,56000
WY,Wyoming,West,Wyoming,56,0,2012,2012,Children in poverty,24,"20,306","306,061"," 6,635 ",0.139702128,0.168297872,2014,
AL,Alabama,South,Alabama,1,0,2006,2006,Uninsured,85,"621,448","3,961,644"," 15,687 ",15.68236,0.17464,Uknown,1000
AL,Alabama,South,Alabama,1,0,2007,2007,Uninsured,85,"579,599","3,978,327"," 14,569 ",0.1264,0.1656,Uknown,
AL,Alabama,South,Alabama,1,0,2008,2008,Uninsured,85,"600,542","3,915,304"," 15,338 ",0.14516,0.16084,Uknown,1000
AL,Alabama,South,Alabama,1,0,2009,2009,Uninsured,85,"623,621","3,947,226"," 15,799 ",0.153234043,0.162765957,2012,1000
AL,Alabama,South,Alabama,1,0,2010,2010,Uninsured,85,"681,437","4,021,188"," 16,946 ",0.164248485,0.173751515,2013,1000
AL,Alabama,South,Alabama,1,0,2011,2011,Uninsured,85,"669,410","4,027,622"," 16,620 ",0.161438816,0.17097073,2014,
AK,Alaska,West,Alaska,2,0,2006,2006,Uninsured,85,"120,562","621,755"," 19,391 ",19.37452,0.21948,Uknown,2000
AK,Alaska,West,Alaska,2,0,2007,2007,Uninsured,85,"120,729","621,623"," 19,422 ",0.16656,0.22144,Uknown,
AK,Alaska,West,Alaska,2,0,2008,2008,Uninsured,85,"128,812","627,535"," 20,527 ",0.18932,0.22068,Uknown,2000
AK,Alaska,West,Alaska,2,0,2009,2009,Uninsured,85,"144,785","637,200"," 22,722 ",0.217468085,0.236531915,2012,2000
AK,Alaska,West,Alaska,2,0,2010,2010,Uninsured,85,"138,777","647,241"," 21,441 ",0.203309091,0.224690909,2013,2000
AK,Alaska,West,Alaska,2,0,2011,2011,Uninsured,85,"141,836","653,352"," 21,709 ",0.207557801,0.226621631,2014,
AZ,Arizona,West,Arizona,4,0,2006,2006,Uninsured,85,"1,185,052","5,447,655"," 21,753 ",21.78236,0.23564,Uknown,4000
AZ,Arizona,West,Arizona,4,0,2007,2007,Uninsured,85,"1,165,954","5,537,349"," 21,056 ",0.1914,0.2306,Uknown,
AZ,Arizona,West,Arizona,4,0,2008,2008,Uninsured,85,"1,138,508","5,541,171"," 20,546 ",0.19716,0.21284,Uknown,4000
AZ,Arizona,West,Arizona,4,0,2009,2009,Uninsured,85,"1,118,761","5,631,481"," 19,866 ",0.194234043,0.203765957,2012,4000
AZ,Arizona,West,Arizona,4,0,2010,2010,Uninsured,85,"1,042,809","5,399,995"," 19,311 ",0.188248485,0.197751515,2013,4000
AZ,Arizona,West,Arizona,4,0,2011,2011,Uninsured,85,"1,064,887","5,430,355"," 19,610 ",0.191333009,0.200864923,2014,
AR,Arkansas,South,Arkansas,5,0,2006,2006,Uninsured,85,"486,956","2,414,264"," 20,170 ",20.1804,0.2216,Uknown,5000
AR,Arkansas,South,Arkansas,5,0,2007,2007,Uninsured,85,"479,294","2,411,196"," 19,878 ",0.17744,0.22056,Uknown,
AR,Arkansas,South,Arkansas,5,0,2008,2008,Uninsured,85,"472,500","2,383,330"," 19,825 ",0.1882,0.2078,Uknown,5000
AR,Arkansas,South,Arkansas,5,0,2009,2009,Uninsured,85,"471,567","2,407,703"," 19,586 ",0.190042553,0.201957447,2012,5000
AR,Arkansas,South,Arkansas,5,0,2010,2010,Uninsured,85,"500,134","2,431,331"," 20,570 ",0.200060606,0.211939394,2013,5000
AR,Arkansas,South,Arkansas,5,0,2011,2011,Uninsured,85,"490,103","2,441,668"," 20,072 ",0.194767222,0.206682115,2014,
CA,California,West,California,6,0,2006,2006,Uninsured,85,"6,829,725","32,004,569"," 21,340 ",21.2902,0.2228,Uknown,6000
CA,California,West,California,6,0,2007,2007,Uninsured,85,"6,465,408","32,068,429"," 20,161 ",0.19024,0.21376,Uknown,
CA,California,West,California,6,0,2008,2008,Uninsured,85,"6,166,623","32,125,506"," 19,195 ",0.18808,0.19592,Uknown,6000
CA,California,West,California,6,0,2009,2009,Uninsured,85,"6,491,176","32,316,118"," 20,086 ",0.198617021,0.203382979,2012,6000
CA,California,West,California,6,0,2010,2010,Uninsured,85,"6,720,279","32,504,288"," 20,675 ",0.204624242,0.209375758,2013,6000
CA,California,West,California,6,0,2011,2011,Uninsured,85,"6,603,169","32,714,713"," 20,184 ",0.199457979,0.204223936,2014,
CO,Colorado,West,Colorado,8,0,2006,2006,Uninsured,85,"804,462","4,311,545"," 18,658 ",18.68628,0.20072,Uknown,8000
CO,Colorado,West,Colorado,8,0,2007,2007,Uninsured,85,"787,080","4,378,347"," 17,977 ",0.16628,0.19372,Uknown,
CO,Colorado,West,Colorado,8,0,2008,2008,Uninsured,85,"785,439","4,341,424"," 18,092 ",0.17316,0.18884,Uknown,8000
CO,Colorado,West,Colorado,8,0,2009,2009,Uninsured,85,"756,645","4,399,921"," 17,197 ",0.167234043,0.176765957,2012,8000
CO,Colorado,West,Colorado,8,0,2010,2010,Uninsured,85,"777,411","4,393,592"," 17,694 ",0.172248485,0.181751515,2013,8000
CO,Colorado,West,Colorado,8,0,2011,2011,Uninsured,85,"753,842","4,439,927"," 16,979 ",0.165021068,0.174552983,2014,
CT,Connecticut,Northest,Connecticut,9,0,2006,2006,Uninsured,85,"348,724","2,989,662"," 11,664 ",11.68824,0.12876,Uknown,9000
CT,Connecticut,Northest,Connecticut,9,0,2007,2007,Uninsured,85,"325,910","3,007,661"," 10,836 ",0.09624,0.11976,Uknown,
CT,Connecticut,Northest,Connecticut,9,0,2008,2008,Uninsured,85,"298,164","2,941,803"," 10,135 ",0.09512,0.10688,Uknown,9000
CT,Connecticut,Northest,Connecticut,9,0,2009,2009,Uninsured,85,"299,521","2,945,672"," 10,168 ",0.098425532,0.105574468,2012,9000
CT,Connecticut,Northest,Connecticut,9,0,2010,2010,Uninsured,85,"309,864","2,981,227"," 10,394 ",0.100436364,0.107563636,2013,9000
CT,Connecticut,Northest,Connecticut,9,0,2011,2011,Uninsured,85,"299,599","2,976,152"," 10,067 ",0.095900608,0.105432523,2014,
DE,Delaware,South,Delaware,10,0,2006,2006,Uninsured,85,"97,688","737,812"," 13,240 ",13.18628,0.14572,Uknown,10000
DE,Delaware,South,Delaware,10,0,2007,2007,Uninsured,85,"92,616","746,354"," 12,409 ",0.11028,0.13772,Uknown,
DE,Delaware,South,Delaware,10,0,2008,2008,Uninsured,85,"85,208","731,046"," 11,656 ",0.10328,0.13072,Uknown,10000
DE,Delaware,South,Delaware,10,0,2009,2009,Uninsured,85,"88,758","737,809"," 12,030 ",0.111659575,0.128340426,2012,10000
DE,Delaware,South,Delaware,10,0,2010,2010,Uninsured,85,"86,894","749,205"," 11,598 ",0.108872727,0.123127273,2013,10000
DE,Delaware,South,Delaware,10,0,2011,2011,Uninsured,85,"84,181","752,458"," 11,187 ",0.103534257,0.120215108,2014,
FL,Florida,South,Florida,12,0,2006,2006,Uninsured,85,"3,730,428","14,957,583"," 24,940 ",24.88824,0.26076,Uknown,12000
FL,Florida,South,Florida,12,0,2007,2007,Uninsured,85,"3,615,358","14,921,470"," 24,229 ",0.23024,0.25376,Uknown,
FL,Florida,South,Florida,12,0,2008,2008,Uninsured,85,"3,581,341","14,788,910"," 24,216 ",0.23612,0.24788,Uknown,12000
FL,Florida,South,Florida,12,0,2009,2009,Uninsured,85,"3,735,524","14,977,174"," 24,941 ",0.245425532,0.252574468,2012,12000
FL,Florida,South,Florida,12,0,2010,2010,Uninsured,85,"3,853,392","15,210,949"," 25,333 ",0.249436364,0.256563636,2013,12000
FL,Florida,South,Florida,12,0,2011,2011,Uninsured,85,"3,804,839","15,338,984"," 24,805 ",0.244475794,0.25162473,2014,
GA,Georgia,South,Georgia,13,0,2006,2006,Uninsured,85,"1,673,525","8,485,810"," 19,721 ",19.68628,0.21072,Uknown,13000
GA,Georgia,South,Georgia,13,0,2007,2007,Uninsured,85,"1,632,316","8,596,727"," 18,988 ",0.17628,0.20372,Uknown,
GA,Georgia,South,Georgia,13,0,2008,2008,Uninsured,85,"1,700,333","8,455,594"," 20,109 ",0.19512,0.20688,Uknown,13000
GA,Georgia,South,Georgia,13,0,2009,2009,Uninsured,85,"1,815,729","8,551,454"," 21,233 ",0.208425532,0.215574468,2012,13000
GA,Georgia,South,Georgia,13,0,2010,2010,Uninsured,85,"1,848,505","8,435,908"," 21,912 ",0.215436364,0.222563636,2013,13000
GA,Georgia,South,Georgia,13,0,2011,2011,Uninsured,85,"1,846,990","8,492,569"," 21,748 ",0.213908605,0.221057541,2014,
HI,Hawaii,West,Hawaii,15,0,2006,2006,Uninsured,85,"105,508","1,077,808"," 9,789 ",9.77452,0.12348,Uknown,15000
HI,Hawaii,West,Hawaii,15,0,2007,2007,Uninsured,85,"96,622","1,073,905"," 8,997 ",0.06256,0.11744,Uknown,
HI,Hawaii,West,Hawaii,15,0,2008,2008,Uninsured,85,"85,490","1,104,968"," 7,737 ",0.0672,0.0868,Uknown,15000
HI,Hawaii,West,Hawaii,15,0,2009,2009,Uninsured,85,"91,365","1,113,433"," 8,206 ",0.076042553,0.087957447,2012,15000
HI,Hawaii,West,Hawaii,15,0,2010,2010,Uninsured,85,"102,658","1,153,573"," 8,899 ",0.080684849,0.097315152,2013,15000
HI,Hawaii,West,Hawaii,15,0,2011,2011,Uninsured,85,"94,510","1,160,483"," 8,144 ",0.073099802,0.089780653,2014,
ID,Idaho,West,Idaho,16,0,2006,2006,Uninsured,85,"226,111","1,310,072"," 17,259 ",17.2804,0.1926,Uknown,16000
ID,Idaho,West,Idaho,16,0,2007,2007,Uninsured,85,"225,232","1,320,655"," 17,055 ",0.1514,0.1906,Uknown,
ID,Idaho,West,Idaho,16,0,2008,2008,Uninsured,85,"250,615","1,312,519"," 19,094 ",0.17924,0.20276,Uknown,16000
ID,Idaho,West,Idaho,16,0,2009,2009,Uninsured,85,"257,017","1,329,036"," 19,339 ",0.185851064,0.200148936,2012,16000
ID,Idaho,West,Idaho,16,0,2010,2010,Uninsured,85,"273,440","1,348,658"," 20,275 ",0.195872727,0.210127273,2013,16000
ID,Idaho,West,Idaho,16,0,2011,2011,Uninsured,85,"255,479","1,354,586"," 18,860 ",0.181454076,0.195751949,2014,
IL,Illinois,Midwest,Illinois,17,0,2006,2006,Uninsured,85,"1,787,151","11,181,998"," 15,982 ",15.9902,0.1698,Uknown,17000
IL,Illinois,Midwest,Illinois,17,0,2007,2007,Uninsured,85,"1,670,278","11,242,731"," 14,857 ",0.13724,0.16076,Uknown,
IL,Illinois,Midwest,Illinois,17,0,2008,2008,Uninsured,85,"1,542,646","11,064,120"," 13,943 ",0.13508,0.14292,Uknown,17000
IL,Illinois,Midwest,Illinois,17,0,2009,2009,Uninsured,85,"1,658,111","11,049,539"," 15,006 ",0.147617021,0.152382979,2012,17000
IL,Illinois,Midwest,Illinois,17,0,2010,2010,Uninsured,85,"1,717,178","10,984,334"," 15,633 ",0.153624242,0.158375758,2013,17000
IL,Illinois,Midwest,Illinois,17,0,2011,2011,Uninsured,85,"1,627,886","10,983,554"," 14,821 ",0.145828247,0.150594204,2014,
IN,Indiana,Midwest,Indiana,18,0,2006,2006,Uninsured,85,"784,146","5,490,654"," 14,281 ",14.28628,0.15672,Uknown,18000
IN,Indiana,Midwest,Indiana,18,0,2007,2007,Uninsured,85,"715,766","5,504,722"," 13,003 ",0.11628,0.14372,Uknown,
IN,Indiana,Midwest,Indiana,18,0,2008,2008,Uninsured,85,"817,222","5,405,339"," 15,119 ",0.14512,0.15688,Uknown,18000
IN,Indiana,Midwest,Indiana,18,0,2009,2009,Uninsured,85,"882,602","5,434,120"," 16,242 ",0.158425532,0.165574468,2012,18000
IN,Indiana,Midwest,Indiana,18,0,2010,2010,Uninsured,85,"929,589","5,479,035"," 16,966 ",0.166436364,0.173563636,2013,18000
IN,Indiana,Midwest,Indiana,18,0,2011,2011,Uninsured,85,"911,674","5,492,692"," 16,598 ",0.162404982,0.169553919,2014,
IA,Iowa,Midwest,Iowa,19,0,2006,2006,Uninsured,85,"272,711","2,526,168"," 10,795 ",10.78824,0.11976,Uknown,19000
IA,Iowa,Midwest,Iowa,19,0,2007,2007,Uninsured,85,"274,879","2,535,690"," 10,840 ",0.09428,0.12172,Uknown,
IA,Iowa,Midwest,Iowa,19,0,2008,2008,Uninsured,85,"248,020","2,481,964"," 9,993 ",0.09412,0.10588,Uknown,19000
IA,Iowa,Midwest,Iowa,19,0,2009,2009,Uninsured,85,"247,530","2,486,915"," 9,953 ",0.096425532,0.103574468,2012,19000
IA,Iowa,Midwest,Iowa,19,0,2010,2010,Uninsured,85,"270,219","2,516,872"," 10,736 ",0.103436364,0.110563636,2013,19000
IA,Iowa,Midwest,Iowa,19,0,2011,2011,Uninsured,85,"263,528","2,528,343"," 10,423 ",0.100655061,0.107803997,2014,
KS,Kansas,Midwest,Kansas,20,0,2006,2006,Uninsured,85,"321,869","2,387,468"," 13,482 ",13.48628,0.14872,Uknown,20000
KS,Kansas,Midwest,Kansas,20,0,2007,2007,Uninsured,85,"330,694","2,407,692"," 13,735 ",0.12132,0.15268,Uknown,
KS,Kansas,Midwest,Kansas,20,0,2008,2008,Uninsured,85,"305,209","2,376,980"," 12,840 ",0.12016,0.13584,Uknown,20000
KS,Kansas,Midwest,Kansas,20,0,2009,2009,Uninsured,85,"349,636","2,392,227"," 14,616 ",0.141234043,0.150765957,2012,20000
KS,Kansas,Midwest,Kansas,20,0,2010,2010,Uninsured,85,"380,567","2,414,767"," 15,760 ",0.153248485,0.162751515,2013,20000
KS,Kansas,Midwest,Kansas,20,0,2011,2011,Uninsured,85,"348,974","2,421,953"," 14,409 ",0.139321892,0.148853807,2014,
KY,Kentucky,South,Kentucky,21,0,2006,2006,Uninsured,85,"570,294","3,651,754"," 15,617 ",15.58432,0.17168,Uknown,21000
KY,Kentucky,South,Kentucky,21,0,2007,2007,Uninsured,85,"602,995","3,646,335"," 16,537 ",0.14736,0.18264,Uknown,
KY,Kentucky,South,Kentucky,21,0,2008,2008,Uninsured,85,"542,705","3,608,624"," 15,039 ",0.14216,0.15784,Uknown,21000
KY,Kentucky,South,Kentucky,21,0,2009,2009,Uninsured,85,"601,743","3,639,554"," 16,533 ",0.160234043,0.169765957,2012,21000
KY,Kentucky,South,Kentucky,21,0,2010,2010,Uninsured,85,"640,974","3,653,181"," 17,546 ",0.170248485,0.179751515,2013,21000
KY,Kentucky,South,Kentucky,21,0,2011,2011,Uninsured,85,"621,065","3,666,610"," 16,938 ",0.164618024,0.174149939,2014,
LA,Louisiana,South,Louisiana,22,0,2006,2006,Uninsured,85,"864,144","3,727,807"," 23,181 ",23.17648,0.25552,Uknown,22000
LA,Louisiana,South,Louisiana,22,0,2007,2007,Uninsured,85,"871,231","3,816,281"," 22,829 ",0.20448,0.25152,Uknown,
LA,Louisiana,South,Louisiana,22,0,2008,2008,Uninsured,85,"732,996","3,762,758"," 19,480 ",0.18716,0.20284,Uknown,22000
LA,Louisiana,South,Louisiana,22,0,2009,2009,Uninsured,85,"766,181","3,825,420"," 20,029 ",0.195234043,0.204765957,2012,22000
LA,Louisiana,South,Louisiana,22,0,2010,2010,Uninsured,85,"793,782","3,869,900"," 20,512 ",0.200248485,0.209751515,2013,22000
LA,Louisiana,South,Louisiana,22,0,2011,2011,Uninsured,85,"783,015","3,886,971"," 20,145 ",0.196680104,0.206212019,2014,
ME,Maine,Northest,Maine,23,0,2006,2006,Uninsured,85,"123,132","1,112,142"," 11,072 ",11.08824,0.12276,Uknown,23000
ME,Maine,Northest,Maine,23,0,2007,2007,Uninsured,85,"119,750","1,105,669"," 10,831 ",0.09428,0.12172,Uknown,
ME,Maine,Northest,Maine,23,0,2008,2008,Uninsured,85,"131,753","1,087,782"," 12,112 ",0.1112,0.1308,Uknown,23000
ME,Maine,Northest,Maine,23,0,2009,2009,Uninsured,85,"135,054","1,082,655"," 12,474 ",0.119042553,0.130957447,2012,23000
ME,Maine,Northest,Maine,23,0,2010,2010,Uninsured,85,"132,154","1,086,996"," 12,158 ",0.116060606,0.127939394,2013,23000
ME,Maine,Northest,Maine,23,0,2011,2011,Uninsured,85,"139,781","1,083,814"," 12,897 ",0.123013945,0.134928839,2014,
MD,Maryland,South,Maryland,24,0,2006,2006,Uninsured,85,"764,718","4,893,727"," 15,626 ",15.58824,0.16776,Uknown,24000
MD,Maryland,South,Maryland,24,0,2007,2007,Uninsured,85,"714,982","4,932,715"," 14,495 ",0.13128,0.15872,Uknown,
MD,Maryland,South,Maryland,24,0,2008,2008,Uninsured,85,"596,241","4,836,416"," 12,328 ",0.11712,0.12888,Uknown,24000
MD,Maryland,South,Maryland,24,0,2009,2009,Uninsured,85,"627,606","4,881,770"," 12,856 ",0.125425532,0.132574468,2012,24000
MD,Maryland,South,Maryland,24,0,2010,2010,Uninsured,85,"630,139","4,961,691"," 12,700 ",0.123436364,0.130563636,2013,24000
MD,Maryland,South,Maryland,24,0,2011,2011,Uninsured,85,"595,770","4,980,497"," 11,962 ",0.116046124,0.12319506,2014,
MA,Massachusetts,Northest,Massachusetts,25,0,2006,2006,Uninsured,85,"530,973","5,540,093"," 9,584 ",9.58824,0.10776,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2007,2007,Uninsured,85,"435,894","5,599,035"," 7,785 ",0.06624,0.08976,Uknown,
MA,Massachusetts,Northest,Massachusetts,25,0,2008,2008,Uninsured,85,"240,442","5,456,553"," 4,406 ",0.04008,0.04792,Uknown,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2009,2009,Uninsured,85,"269,241","5,523,556"," 4,874 ",0.046617021,0.051382979,2012,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2010,2010,Uninsured,85,"281,724","5,465,884"," 5,154 ",0.049624242,0.054375758,2013,25000
MA,Massachusetts,Northest,Massachusetts,25,0,2011,2011,Uninsured,85,"267,661","5,481,682"," 4,883 ",0.046445282,0.05121124,2014,
MI,Michigan,Midwest,Michigan,26,0,2006,2006,Uninsured,85,"1,068,071","8,688,331"," 12,293 ",12.2902,0.1328,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2007,2007,Uninsured,85,"1,042,613","8,620,008"," 12,095 ",0.10924,0.13276,Uknown,
MI,Michigan,Midwest,Michigan,26,0,2008,2008,Uninsured,85,"1,054,990","8,497,143"," 12,416 ",0.12008,0.12792,Uknown,26000
MI,Michigan,Midwest,Michigan,26,0,2009,2009,Uninsured,85,"1,173,560","8,426,916"," 13,926 ",0.136617021,0.141382979,2012,26000
MI,Michigan,Midwest,Michigan,26,0,2010,2010,Uninsured,85,"1,193,021","8,325,453"," 14,330 ",0.140624242,0.145375758,2013,26000
MI,Michigan,Midwest,Michigan,26,0,2011,2011,Uninsured,85,"1,130,594","8,301,416"," 13,619 ",0.133809931,0.138575889,2014,
MN,Minnesota,Midwest,Minnesota,27,0,2006,2006,Uninsured,85,"425,028","4,521,918"," 9,399 ",9.3902,0.1038,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2007,2007,Uninsured,85,"436,345","4,545,859"," 9,599 ",0.08424,0.10776,Uknown,
MN,Minnesota,Midwest,Minnesota,27,0,2008,2008,Uninsured,85,"423,662","4,479,768"," 9,457 ",0.09108,0.09892,Uknown,27000
MN,Minnesota,Midwest,Minnesota,27,0,2009,2009,Uninsured,85,"460,534","4,504,582"," 10,224 ",0.099617021,0.104382979,2012,27000
MN,Minnesota,Midwest,Minnesota,27,0,2010,2010,Uninsured,85,"468,857","4,534,170"," 10,341 ",0.100624242,0.105375758,2013,27000
MN,Minnesota,Midwest,Minnesota,27,0,2011,2011,Uninsured,85,"462,930","4,552,568"," 10,169 ",0.099302488,0.104068445,2014,
MS,Mississippi,South,Mississippi,28,0,2006,2006,Uninsured,85,"524,460","2,525,670"," 20,765 ",20.77844,0.22956,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2007,2007,Uninsured,85,"519,312","2,527,591"," 20,546 ",0.18148,0.22852,Uknown,
MS,Mississippi,South,Mississippi,28,0,2008,2008,Uninsured,85,"479,108","2,476,231"," 19,348 ",0.1832,0.2028,Uknown,28000
MS,Mississippi,South,Mississippi,28,0,2009,2009,Uninsured,85,"509,923","2,482,093"," 20,544 ",0.197851064,0.212148936,2012,28000
MS,Mississippi,South,Mississippi,28,0,2010,2010,Uninsured,85,"525,570","2,504,200"," 20,988 ",0.204060606,0.215939394,2013,28000
MS,Mississippi,South,Mississippi,28,0,2011,2011,Uninsured,85,"516,526","2,505,780"," 20,613 ",0.200176372,0.212091265,2014,
MO,Missouri,Midwest,Missouri,29,0,2006,2006,Uninsured,85,"727,769","5,030,313"," 14,468 ",14.48628,0.15872,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2007,2007,Uninsured,85,"716,596","5,042,798"," 14,210 ",0.12632,0.15768,Uknown,
MO,Missouri,Midwest,Missouri,29,0,2008,2008,Uninsured,85,"711,271","4,976,460"," 14,293 ",0.13712,0.14888,Uknown,29000
MO,Missouri,Midwest,Missouri,29,0,2009,2009,Uninsured,85,"764,772","5,033,425"," 15,194 ",0.148425532,0.155574468,2012,29000
MO,Missouri,Midwest,Missouri,29,0,2010,2010,Uninsured,85,"766,031","5,007,946"," 15,296 ",0.149436364,0.156563636,2013,29000
MO,Missouri,Midwest,Missouri,29,0,2011,2011,Uninsured,85,"801,665","5,012,309"," 15,994 ",0.156364793,0.16351373,2014,
MT,Montana,West,Montana,30,0,2006,2006,Uninsured,85,"153,974","815,901"," 18,872 ",18.87844,0.21056,Uknown,30000
MT,Montana,West,Montana,30,0,2007,2007,Uninsured,85,"153,907","816,144"," 18,858 ",0.16548,0.21252,Uknown,
MT,Montana,West,Montana,30,0,2008,2008,Uninsured,85,"166,021","813,831"," 20,400 ",0.18832,0.21968,Uknown,30000
MT,Montana,West,Montana,30,0,2009,2009,Uninsured,85,"176,837","816,788"," 21,650 ",0.207468085,0.226531915,2012,30000
MT,Montana,West,Montana,30,0,2010,2010,Uninsured,85,"170,509","823,852"," 20,697 ",0.198684849,0.215315152,2013,30000
MT,Montana,West,Montana,30,0,2011,2011,Uninsured,85,"178,926","828,383"," 21,599 ",0.207653867,0.224334718,2014,
NE,Nebraska,Midwest,Nebraska,31,0,2006,2006,Uninsured,85,"206,291","1,524,109"," 13,535 ",13.48628,0.14872,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2007,2007,Uninsured,85,"209,111","1,528,816"," 13,678 ",0.12132,0.15268,Uknown,
NE,Nebraska,Midwest,Nebraska,31,0,2008,2008,Uninsured,85,"184,040","1,504,632"," 12,232 ",0.11416,0.12984,Uknown,31000
NE,Nebraska,Midwest,Nebraska,31,0,2009,2009,Uninsured,85,"202,324","1,516,460"," 13,342 ",0.127042553,0.138957447,2012,31000
NE,Nebraska,Midwest,Nebraska,31,0,2010,2010,Uninsured,85,"206,100","1,539,600"," 13,387 ",0.129248485,0.138751515,2013,31000
NE,Nebraska,Midwest,Nebraska,31,0,2011,2011,Uninsured,85,"205,574","1,550,153"," 13,262 ",0.127849339,0.137381254,2014,
NV,Nevada,West,Nevada,32,0,2006,2006,Uninsured,85,"471,408","2,253,222"," 20,922 ",20.88236,0.22664,Uknown,32000
NV,Nevada,West,Nevada,32,0,2007,2007,Uninsured,85,"472,055","2,276,649"," 20,735 ",0.18936,0.22464,Uknown,
NV,Nevada,West,Nevada,32,0,2008,2008,Uninsured,85,"529,094","2,276,788"," 23,239 ",0.22024,0.24376,Uknown,32000
NV,Nevada,West,Nevada,32,0,2009,2009,Uninsured,85,"565,573","2,309,179"," 24,492 ",0.237851064,0.252148936,2012,32000
NV,Nevada,West,Nevada,32,0,2010,2010,Uninsured,85,"589,059","2,346,884"," 25,100 ",0.243872727,0.258127273,2013,32000
NV,Nevada,West,Nevada,32,0,2011,2011,Uninsured,85,"560,498","2,351,107"," 23,840 ",0.231248551,0.245546423,2014,
NH,New Hampshire,Northest,New Hampshire,33,0,2006,2006,Uninsured,85,"139,779","1,140,681"," 12,254 ",12.28824,0.13476,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2007,2007,Uninsured,85,"135,552","1,142,507"," 11,864 ",0.10528,0.13272,Uknown,
NH,New Hampshire,Northest,New Hampshire,33,0,2008,2008,Uninsured,85,"134,877","1,115,540"," 12,091 ",0.10924,0.13276,Uknown,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2009,2009,Uninsured,85,"133,464","1,114,047"," 11,980 ",0.114042553,0.125957447,2012,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2010,2010,Uninsured,85,"143,475","1,103,465"," 13,002 ",0.122872727,0.137127273,2013,33000
NH,New Hampshire,Northest,New Hampshire,33,0,2011,2011,Uninsured,85,"137,349","1,100,161"," 12,484 ",0.117695518,0.131993391,2014,
NJ,New Jersey,Northest,New Jersey,34,0,2006,2006,Uninsured,85,"1,310,811","7,472,693"," 17,541 ",17.48628,0.18872,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2007,2007,Uninsured,85,"1,228,822","7,497,425"," 16,390 ",0.15028,0.17772,Uknown,
NJ,New Jersey,Northest,New Jersey,34,0,2008,2008,Uninsured,85,"1,017,136","7,414,265"," 13,719 ",0.13112,0.14288,Uknown,34000
NJ,New Jersey,Northest,New Jersey,34,0,2009,2009,Uninsured,85,"1,071,584","7,416,480"," 14,449 ",0.140425532,0.147574468,2012,34000
